Make,Model,Year,Price,Mileage,Body Type,Cylinders,Transmission,Fuel Type,Color,Location,Description
nissan,titan,2021,103943,270600,Pick Up Truck,8,Automatic Transmission,Gasoline,White, Sharjah,"2021 nissan titan with Bluetooth, Sunroof, Navigation system. Condition: Minor scratches."
audi,q7,2009,210980,165278,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai,"2009 audi q7 with Adaptive cruise control, Leather seats, Bluetooth. Condition: Engine repaired."
bmw,5-series,2018,22978,252502,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2018 bmw 5-series with Rear camera, Adaptive cruise control, Bluetooth. Condition: Engine repaired."
nissan,altima,2011,16609,112191,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2011 nissan altima with Leather seats, Rear camera, Navigation system. Condition: Engine repaired."
kia,sorento,2009,44721,138968,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2009 kia sorento with Rear camera, Sunroof. Condition: No damage."
nissan,patrol,2022,385344,96365,SUV,8,Automatic Transmission,Gasoline,Black, Ajman,"2022 nissan patrol with Leather seats, Bluetooth. Condition: Dented door."
bmw,x6,2011,508730,58653,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2011 bmw x6 with Rear camera, Sunroof, Adaptive cruise control. Condition: Engine repaired."
mercedes-benz,g-class,2019,1030352,271199,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2019 mercedes-benz g-class with Sunroof, Bluetooth, Adaptive cruise control. Condition: Minor scratches."
audi,q8,2019,271603,128459,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2019 audi q8 with Rear camera, Bluetooth, Sunroof. Condition: No damage."
chevrolet,camaro,2012,40014,112783,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2012 chevrolet camaro with Rear camera, Navigation system, Leather seats. Condition: Minor scratches."
chevrolet,cruze,2023,25453,111251,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai,"2023 chevrolet cruze with Adaptive cruise control, Sunroof. Condition: Minor scratches."
land-rover,range-rover-evoque,2015,132559,32428,SUV,4,Automatic Transmission,Gasoline,Blue, Dubai,"2015 land-rover range-rover-evoque with Adaptive cruise control, Rear camera. Condition: No damage."
land-rover,range-rover-sport,2007,68054,78990,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2007 land-rover range-rover-sport with Sunroof, Bluetooth. Condition: Engine repaired."
mercedes-benz,s-class,2009,279558,245656,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai,"2009 mercedes-benz s-class with Bluetooth, Navigation system, Adaptive cruise control. Condition: Repainted bumper."
jeep,wrangler,2008,80980,246099,Hard Top Convertible,6,Automatic Transmission,Gasoline,White, Dubai,"2008 jeep wrangler with Leather seats, Navigation system, Adaptive cruise control. Condition: Repainted bumper."
maybach,57,2024,462223,298490,Sedan,12,Automatic Transmission,Gasoline,Gold, Dubai,"2024 maybach 57 with Adaptive cruise control, Navigation system. Condition: Repainted bumper."
bmw,5-series,2010,158214,215312,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2010 bmw 5-series with Leather seats, Sunroof, Adaptive cruise control, Navigation system. Condition: Minor scratches."
chevrolet,captiva,2009,21190,161824,SUV,6,Automatic Transmission,Gasoline,White, Sharjah,"2009 chevrolet captiva with Adaptive cruise control, Navigation system, Sunroof, Bluetooth. Condition: No damage."
bentley,bentayga,2010,743912,228418,SUV,12,Automatic Transmission,Gasoline,Black, Dubai,"2010 bentley bentayga with Adaptive cruise control, Rear camera. Condition: Dented door."
mercedes-benz,sl-class,2009,172612,103200,Sedan,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2009 mercedes-benz sl-class with Rear camera, Adaptive cruise control, Leather seats, Sunroof. Condition: Minor scratches."
renault,clio,2020,40431,92937,Hatchback,4,Automatic Transmission,Gasoline,Black, Dubai,"2020 renault clio with Leather seats, Bluetooth, Adaptive cruise control. Condition: Minor scratches."
toyota,camry,2005,163917,214353,Sedan,4,Automatic Transmission,Gasoline,Brown, Dubai,"2005 toyota camry with Bluetooth, Leather seats, Navigation system. Condition: Accident history."
suzuki,jimny,2019,72082,241466,Coupe,4,Automatic Transmission,Gasoline,Black, Dubai,"2019 suzuki jimny with Sunroof, Adaptive cruise control, Leather seats, Bluetooth. Condition: Accident history."
bmw,3-series,2007,324532,230495,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2007 bmw 3-series with Leather seats, Sunroof, Rear camera, Navigation system. Condition: Minor scratches."
bmw,7-series,2022,27669,169064,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai,"2022 bmw 7-series with Navigation system, Bluetooth, Rear camera. Condition: Minor scratches."
mazda,3,2016,48633,37775,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2016 mazda 3 with Adaptive cruise control, Bluetooth, Leather seats, Sunroof. Condition: Engine repaired."
chevrolet,pickup,2011,34182,132707,Pick Up Truck,8,Automatic Transmission,Gasoline,Black, Dubai,"2011 chevrolet pickup with Bluetooth, Sunroof. Condition: Minor scratches."
bmw,8-series,2021,466497,13657,Coupe,6,Automatic Transmission,Gasoline,Black, Dubai,"2021 bmw 8-series with Adaptive cruise control, Navigation system, Rear camera, Sunroof. Condition: Accident history."
mercedes-benz,gle-coupe,2006,229561,156727,Coupe,8,Automatic Transmission,Gasoline,White, Dubai,"2006 mercedes-benz gle-coupe with Leather seats, Rear camera, Adaptive cruise control. Condition: Minor scratches."
bmw,x6,2012,254651,60646,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2012 bmw x6 with Navigation system, Bluetooth, Leather seats. Condition: Engine repaired."
jeep,grand-cherokee,2005,21697,256667,SUV,6,Automatic Transmission,Gasoline,Red, Sharjah,"2005 jeep grand-cherokee with Navigation system, Rear camera. Condition: Accident history."
audi,q7,2023,43727,79470,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2023 audi q7 with Rear camera, Navigation system. Condition: Dented door."
porsche,macan,2005,209271,66057,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2005 porsche macan with Adaptive cruise control, Rear camera, Navigation system. Condition: No damage."
nissan,juke,2023,47704,254885,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai,"2023 nissan juke with Navigation system, Leather seats, Adaptive cruise control. Condition: Accident history."
mercedes-benz,c-class,2005,166740,30581,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2005 mercedes-benz c-class with Adaptive cruise control, Bluetooth. Condition: Repainted bumper."
land-rover,range-rover,2005,314800,208882,SUV,6,Automatic Transmission,Gasoline,Burgundy, Dubai,"2005 land-rover range-rover with Sunroof, Leather seats. Condition: No damage."
toyota,corolla,2019,101941,46443,Sedan,4,Automatic Transmission,Hybrid,Blue, Dubai,"2019 toyota corolla with Sunroof, Bluetooth. Condition: No damage."
hyundai,elantra,2021,62825,152656,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2021 hyundai elantra with Bluetooth, Navigation system, Rear camera. Condition: No damage."
chevrolet,camaro,2010,115083,87975,Sports Car,8,Automatic Transmission,Gasoline,Black, Dubai,"2010 chevrolet camaro with Leather seats, Adaptive cruise control. Condition: Accident history."
audi,q5,2019,38143,282559,SUV,4,Automatic Transmission,Gasoline,Silver, Dubai,"2019 audi q5 with Rear camera, Bluetooth. Condition: No damage."
ferrari,f8-tributo,2021,1363603,232672,Coupe,8,Automatic Transmission,Gasoline,Red, Dubai,"2021 ferrari f8-tributo with Rear camera, Bluetooth, Adaptive cruise control. Condition: Minor scratches."
dodge,ram,2023,79928,202059,Pick Up Truck,8,Automatic Transmission,Gasoline,Black, Dubai,"2023 dodge ram with Rear camera, Adaptive cruise control, Navigation system, Bluetooth. Condition: Accident history."
bmw,x7,2009,382349,115279,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2009 bmw x7 with Sunroof, Leather seats, Adaptive cruise control. Condition: Dented door."
nissan,sentra,2008,29720,261465,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2008 nissan sentra with Navigation system, Sunroof. Condition: Engine repaired."
infiniti,q80,2006,263445,109944,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2006 infiniti q80 with Bluetooth, Rear camera, Navigation system, Leather seats. Condition: Accident history."
lamborghini,urus,2009,1947194,20057,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai,"2009 lamborghini urus with Navigation system, Leather seats. Condition: No damage."
mercedes-benz,gls-class,2010,516898,32052,SUV,6,Automatic Transmission,Gasoline,Gold, Dubai,"2010 mercedes-benz gls-class with Navigation system, Bluetooth, Sunroof, Adaptive cruise control. Condition: Engine repaired."
lexus,ls-series,2024,21208,119531,Sedan,8,Automatic Transmission,Gasoline,Silver, Sharjah,"2024 lexus ls-series with Rear camera, Adaptive cruise control, Navigation system. Condition: Minor scratches."
mercedes-benz,g-class,2009,616819,251179,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2009 mercedes-benz g-class with Adaptive cruise control, Leather seats, Sunroof, Bluetooth. Condition: Engine repaired."
toyota,camry,2024,63196,277631,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2024 toyota camry with Navigation system, Bluetooth, Adaptive cruise control, Leather seats. Condition: Accident history."
honda,civic,2020,24219,175542,Sedan,4,Automatic Transmission,Gasoline,White, Ras Al Khaimah,"2020 honda civic with Sunroof, Adaptive cruise control, Rear camera, Navigation system. Condition: Accident history."
nissan,altima,2024,56638,160801,Sedan,4,Automatic Transmission,Gasoline,Silver, Sharjah,"2024 nissan altima with Rear camera, Bluetooth. Condition: Engine repaired."
toyota,corolla,2012,12041,127879,Sedan,4,Automatic Transmission,Gasoline,Blue, Dubai,"2012 toyota corolla with Adaptive cruise control, Sunroof, Leather seats. Condition: Dented door."
mitsubishi,evolution,2013,53793,135489,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2013 mitsubishi evolution with Leather seats, Adaptive cruise control, Navigation system. Condition: Repainted bumper."
jeep,grand-cherokee,2011,71634,22918,SUV,8,Automatic Transmission,Gasoline,Red, Dubai,"2011 jeep grand-cherokee with Navigation system, Sunroof. Condition: Engine repaired."
volkswagen,tiguan,2013,90392,199115,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai,"2013 volkswagen tiguan with Adaptive cruise control, Navigation system, Sunroof. Condition: No damage."
mercedes-benz,s-class,2017,149686,240464,Sedan,8,Automatic Transmission,Gasoline,Silver, Dubai,"2017 mercedes-benz s-class with Bluetooth, Leather seats. Condition: Dented door."
mercedes-benz,gls-class,2014,1351150,191381,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2014 mercedes-benz gls-class with Rear camera, Bluetooth, Adaptive cruise control. Condition: Accident history."
toyota,corolla,2024,45793,261549,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2024 toyota corolla with Sunroof, Navigation system, Rear camera, Adaptive cruise control. Condition: Engine repaired."
dodge,ram,2019,180652,96146,Pick Up Truck,8,Automatic Transmission,Gasoline,Black, Sharjah,"2019 dodge ram with Navigation system, Adaptive cruise control, Leather seats, Sunroof. Condition: No damage."
mitsubishi,pajero,2005,49288,232600,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2005 mitsubishi pajero with Sunroof, Navigation system, Adaptive cruise control, Rear camera. Condition: Accident history."
infiniti,fx50,2022,34943,161523,SUV,8,Automatic Transmission,Gasoline,Brown, Dubai,"2022 infiniti fx50 with Bluetooth, Sunroof, Rear camera. Condition: Engine repaired."
chevrolet,cruze,2007,44772,190706,Hatchback,4,Automatic Transmission,Gasoline,Black, Dubai,"2007 chevrolet cruze with Adaptive cruise control, Bluetooth, Leather seats. Condition: Dented door."
jeep,grand-cherokee,2006,30170,244186,SUV,6,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2006 jeep grand-cherokee with Bluetooth, Sunroof. Condition: No damage."
lexus,lx600,2020,771641,171020,SUV,6,Automatic Transmission,Gasoline,Gold, Dubai,"2020 lexus lx600 with Adaptive cruise control, Leather seats, Bluetooth. Condition: No damage."
nissan,patrol,2009,165012,265970,SUV,6,Automatic Transmission,Gasoline,Gold, Dubai,"2009 nissan patrol with Leather seats, Sunroof, Adaptive cruise control. Condition: No damage."
ferrari,sf90-stradale,2007,2176824,218497,Sports Car,8,Automatic Transmission,Gasoline,Red, Dubai,"2007 ferrari sf90-stradale with Adaptive cruise control, Bluetooth, Leather seats, Sunroof. Condition: Dented door."
land-rover,range-rover-sport,2014,689700,62817,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2014 land-rover range-rover-sport with Sunroof, Adaptive cruise control, Leather seats, Bluetooth. Condition: Engine repaired."
nissan,kicks,2018,64407,137147,SUV,4,Automatic Transmission,Gasoline,White, Sharjah,"2018 nissan kicks with Bluetooth, Sunroof. Condition: Engine repaired."
jeep,wrangler,2019,232794,43108,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2019 jeep wrangler with Navigation system, Leather seats, Adaptive cruise control, Rear camera. Condition: Accident history."
rolls-royce,cullinan,2019,2168414,273727,SUV,12,Automatic Transmission,Gasoline,White, Dubai,"2019 rolls-royce cullinan with Leather seats, Bluetooth, Adaptive cruise control. Condition: Engine repaired."
maybach,other,2021,1299217,101880,SUV,8,Automatic Transmission,Gasoline,Green, Dubai,"2021 maybach other with Leather seats, Sunroof, Rear camera. Condition: No damage."
bmw,5-series,2021,151187,35395,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2021 bmw 5-series with Adaptive cruise control, Leather seats, Bluetooth, Sunroof. Condition: Accident history."
ford,pickup,2020,147764,253011,Utility Truck,8,Automatic Transmission,Gasoline,Silver, Ajman,"2020 ford pickup with Leather seats, Bluetooth. Condition: Accident history."
toyota,hilux,2016,184157,27090,Pick Up Truck,4,Automatic Transmission,Diesel,Silver, Dubai,"2016 toyota hilux with Navigation system, Rear camera, Sunroof, Leather seats. Condition: Dented door."
hyundai,sonata,2016,31931,195326,Sedan,4,Automatic Transmission,Gasoline,Other Color, Dubai,"2016 hyundai sonata with Leather seats, Adaptive cruise control. Condition: Accident history."
bmw,4-series,2005,114311,209472,Hard Top Convertible,4,Automatic Transmission,Gasoline,Black, Dubai,"2005 bmw 4-series with Bluetooth, Rear camera. Condition: Engine repaired."
ford,edge,2018,85657,163769,SUV,6,Automatic Transmission,Gasoline,Brown, Dubai,"2018 ford edge with Rear camera, Adaptive cruise control, Sunroof, Bluetooth. Condition: No damage."
ford,ecosport,2008,39174,61776,SUV,4,Automatic Transmission,Gasoline,Blue, Dubai,"2008 ford ecosport with Navigation system, Bluetooth. Condition: Dented door."
mercedes-benz,sl-class,2023,192265,256607,Sedan,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2023 mercedes-benz sl-class with Navigation system, Rear camera, Leather seats. Condition: Engine repaired."
mercedes-benz,amg-gt-4-doors,2017,713918,231459,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2017 mercedes-benz amg-gt-4-doors with Adaptive cruise control, Leather seats, Rear camera, Sunroof. Condition: Repainted bumper."
mercedes-benz,e-class,2005,21663,154677,Sedan,6,Automatic Transmission,Gasoline,Silver, Dubai,"2005 mercedes-benz e-class with Bluetooth, Sunroof, Rear camera. Condition: Dented door."
tesla,model-3,2020,191127,51756,Sedan,None,Automatic Transmission,Electric,Black, Dubai,"2020 tesla model-3 with Bluetooth, Leather seats. Condition: No damage."
nissan,altima,2015,64537,110758,Sedan,4,Automatic Transmission,Gasoline,Black, Sharjah,"2015 nissan altima with Rear camera, Sunroof. Condition: Repainted bumper."
bmw,z4,2017,51070,59868,Hard Top Convertible,6,Automatic Transmission,Gasoline,Blue, Dubai,"2017 bmw z4 with Leather seats, Sunroof, Bluetooth, Navigation system. Condition: Engine repaired."
audi,a4,2013,59008,20263,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2013 audi a4 with Leather seats, Rear camera. Condition: Engine repaired."
kia,carnival,2009,74846,61053,Van,6,Automatic Transmission,Gasoline,White, Dubai,"2009 kia carnival with Sunroof, Adaptive cruise control. Condition: Dented door."
mitsubishi,pajero,2023,56539,186624,Sedan,6,Automatic Transmission,Gasoline,White, Sharjah,"2023 mitsubishi pajero with Navigation system, Rear camera, Adaptive cruise control, Sunroof. Condition: Dented door."
mercedes-benz,amg,2023,292145,206671,Coupe,8,Automatic Transmission,Gasoline,White, Dubai,"2023 mercedes-benz amg with Bluetooth, Navigation system, Rear camera, Leather seats. Condition: Dented door."
bmw,m5,2010,96895,14809,Sedan,8,Automatic Transmission,Gasoline,Blue, Dubai,"2010 bmw m5 with Leather seats, Rear camera. Condition: No damage."
toyota,prado,2019,86590,175917,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2019 toyota prado with Sunroof, Rear camera, Adaptive cruise control, Navigation system. Condition: Accident history."
nissan,altima,2011,34565,252342,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2011 nissan altima with Navigation system, Adaptive cruise control, Leather seats, Bluetooth. Condition: Accident history."
nissan,patrol,2012,104427,116170,SUV,6,Automatic Transmission,Gasoline,White, Ajman,"2012 nissan patrol with Navigation system, Adaptive cruise control, Sunroof, Leather seats. Condition: Repainted bumper."
mercedes-benz,g-class,2024,230764,130502,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2024 mercedes-benz g-class with Bluetooth, Sunroof, Rear camera, Adaptive cruise control. Condition: Engine repaired."
infiniti,fx50,2009,15882,231694,SUV,8,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2009 infiniti fx50 with Leather seats, Sunroof, Bluetooth, Navigation system. Condition: Accident history."
dodge,charger,2009,71677,119557,Sedan,8,Automatic Transmission,Gasoline,Blue, Dubai,"2009 dodge charger with Rear camera, Leather seats, Bluetooth. Condition: Engine repaired."
bmw,4-series,2018,113825,215655,Sedan,4,Automatic Transmission,Gasoline,Brown, Dubai,"2018 bmw 4-series with Rear camera, Navigation system, Sunroof. Condition: Dented door."
chevrolet,aveo,2016,26720,109012,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2016 chevrolet aveo with Bluetooth, Leather seats, Adaptive cruise control, Rear camera. Condition: Accident history."
hyundai,sonata,2010,85072,129973,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2010 hyundai sonata with Bluetooth, Leather seats, Sunroof, Rear camera. Condition: Engine repaired."
mercedes-benz,s-class,2007,57711,26609,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2007 mercedes-benz s-class with Bluetooth, Navigation system, Leather seats, Adaptive cruise control. Condition: Repainted bumper."
mercedes-benz,gt,2010,343951,126900,Sports Car,8,Automatic Transmission,Gasoline,Yellow, Dubai,"2010 mercedes-benz gt with Bluetooth, Adaptive cruise control, Rear camera, Leather seats. Condition: Repainted bumper."
mercedes-benz,g-class,2022,1013387,288349,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2022 mercedes-benz g-class with Leather seats, Sunroof, Navigation system. Condition: Accident history."
mercedes-benz,g-class,2016,594214,292835,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2016 mercedes-benz g-class with Bluetooth, Adaptive cruise control, Leather seats. Condition: Accident history."
lexus,gx-series,2017,113342,241437,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2017 lexus gx-series with Navigation system, Sunroof. Condition: Minor scratches."
lamborghini,aventador,2007,2553079,275549,Hard Top Convertible,12,Automatic Transmission,Gasoline,Red, Dubai,"2007 lamborghini aventador with Rear camera, Adaptive cruise control. Condition: Repainted bumper."
kia,sorento,2022,22316,75776,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2022 kia sorento with Sunroof, Bluetooth, Adaptive cruise control. Condition: Engine repaired."
jeep,grand-cherokee,2017,68172,49141,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2017 jeep grand-cherokee with Bluetooth, Navigation system. Condition: Dented door."
audi,q7,2024,148361,226683,SUV,6,Automatic Transmission,Gasoline,Gold, Dubai,"2024 audi q7 with Leather seats, Adaptive cruise control, Rear camera, Navigation system. Condition: Engine repaired."
ford,expedition,2007,27633,98916,SUV,8,Automatic Transmission,Gasoline,Silver, Dubai,"2007 ford expedition with Sunroof, Bluetooth, Adaptive cruise control. Condition: Repainted bumper."
jetour,x70,2010,80087,240823,SUV,4,Automatic Transmission,Gasoline,Brown, Dubai,"2010 jetour x70 with Rear camera, Bluetooth, Leather seats. Condition: Engine repaired."
ferrari,f12,2024,709527,211207,Sports Car,12,Automatic Transmission,Gasoline,Red, Dubai,"2024 ferrari f12 with Navigation system, Sunroof, Leather seats. Condition: Accident history."
mitsubishi,montero-sport,2010,93546,153990,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2010 mitsubishi montero-sport with Rear camera, Navigation system, Adaptive cruise control, Bluetooth. Condition: Engine repaired."
toyota,camry,2024,25382,120588,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2024 toyota camry with Bluetooth, Navigation system. Condition: No damage."
dodge,charger,2019,45978,26456,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai,"2019 dodge charger with Navigation system, Rear camera, Adaptive cruise control, Bluetooth. Condition: Engine repaired."
gmc,acadia,2006,72659,182016,SUV,6,Automatic Transmission,Gasoline,White, Sharjah,"2006 gmc acadia with Navigation system, Sunroof, Leather seats. Condition: Repainted bumper."
ferrari,sf90-stradale,2016,2829163,52013,Coupe,8,Automatic Transmission,Hybrid,Grey, Dubai,"2016 ferrari sf90-stradale with Navigation system, Rear camera. Condition: No damage."
mitsubishi,lancer,2007,29739,281661,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai,"2007 mitsubishi lancer with Navigation system, Leather seats, Adaptive cruise control. Condition: Accident history."
porsche,boxster,2016,261978,11783,Soft Top Convertible,4,Automatic Transmission,Gasoline,White, Dubai,"2016 porsche boxster with Leather seats, Navigation system. Condition: Engine repaired."
bmw,7-series,2019,125868,13746,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2019 bmw 7-series with Sunroof, Bluetooth, Navigation system. Condition: Repainted bumper."
mercedes-benz,cls-class,2019,28954,264707,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2019 mercedes-benz cls-class with Rear camera, Sunroof, Adaptive cruise control. Condition: Dented door."
land-rover,range-rover,2007,55732,52740,SUV,8,Automatic Transmission,Gasoline,Gold, Dubai,"2007 land-rover range-rover with Leather seats, Bluetooth. Condition: No damage."
mercedes-benz,gl-class,2017,105638,205851,SUV,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2017 mercedes-benz gl-class with Sunroof, Navigation system, Adaptive cruise control. Condition: Engine repaired."
mercedes-benz,c-class,2020,89508,240911,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2020 mercedes-benz c-class with Navigation system, Leather seats. Condition: Repainted bumper."
nissan,van,2015,33977,136581,Other,4,Manual Transmission,Gasoline,White, Dubai,"2015 nissan van with Adaptive cruise control, Sunroof, Bluetooth. Condition: Repainted bumper."
bentley,continental,2013,348184,64729,Sports Car,8,Automatic Transmission,Gasoline,White, Dubai,"2013 bentley continental with Navigation system, Sunroof, Bluetooth, Adaptive cruise control. Condition: No damage."
mercedes-benz,s-class,2024,771570,202727,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2024 mercedes-benz s-class with Rear camera, Adaptive cruise control, Navigation system, Leather seats. Condition: Engine repaired."
lexus,es-series,2016,94952,188410,Sedan,6,Automatic Transmission,Gasoline,Black, Ras Al Khaimah,"2016 lexus es-series with Sunroof, Rear camera, Leather seats. Condition: Dented door."
aston-martin,vanquish,2020,406114,250409,Coupe,12,Automatic Transmission,Gasoline,Red, Dubai,"2020 aston-martin vanquish with Leather seats, Bluetooth, Rear camera, Adaptive cruise control. Condition: Repainted bumper."
mercedes-benz,slr,2005,1524350,61443,Soft Top Convertible,8,Automatic Transmission,Gasoline,Grey, Dubai,"2005 mercedes-benz slr with Bluetooth, Sunroof. Condition: Engine repaired."
nissan,patrol,2019,85048,47632,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2019 nissan patrol with Leather seats, Adaptive cruise control, Rear camera. Condition: Dented door."
toyota,prado,2023,258818,193193,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2023 toyota prado with Navigation system, Adaptive cruise control, Bluetooth, Rear camera. Condition: Accident history."
land-rover,range-rover-sport,2019,49759,273182,SUV,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2019 land-rover range-rover-sport with Leather seats, Bluetooth. Condition: Repainted bumper."
volkswagen,id4,2012,117580,121400,SUV,,Automatic Transmission,Electric,Grey, Dubai,"2012 volkswagen id4 with Sunroof, Navigation system, Rear camera, Bluetooth. Condition: Minor scratches."
mazda,cx-5,2012,103001,101623,SUV,4,Automatic Transmission,Gasoline,Red, Dubai,"2012 mazda cx-5 with Bluetooth, Sunroof, Rear camera. Condition: Engine repaired."
nissan,patrol,2012,72734,181379,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2012 nissan patrol with Rear camera, Bluetooth, Navigation system, Adaptive cruise control. Condition: Engine repaired."
volkswagen,touareg,2010,54629,122517,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2010 volkswagen touareg with Bluetooth, Leather seats, Sunroof, Adaptive cruise control. Condition: Accident history."
jeep,wrangler,2024,53402,147371,SUV,6,Manual Transmission,Gasoline,White, Dubai,"2024 jeep wrangler with Adaptive cruise control, Navigation system, Leather seats. Condition: Minor scratches."
hyundai,tucson,2019,54099,235504,SUV,4,Automatic Transmission,Gasoline,Blue, Dubai,"2019 hyundai tucson with Adaptive cruise control, Rear camera, Navigation system. Condition: Dented door."
jeep,wrangler,2020,166787,112805,Other,6,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2020 jeep wrangler with Rear camera, Sunroof, Navigation system. Condition: Engine repaired."
chevrolet,silverado,2020,97356,139538,Pick Up Truck,8,Automatic Transmission,Gasoline,Black, Dubai,"2020 chevrolet silverado with Bluetooth, Navigation system, Sunroof. Condition: Minor scratches."
mercedes-maybach,s-class,2020,250605,169577,Sedan,8,Automatic Transmission,Gasoline,Blue, Abu Dhabi,"2020 mercedes-maybach s-class with Bluetooth, Sunroof, Rear camera. Condition: Engine repaired."
bentley,bentayga,2016,2407299,276372,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2016 bentley bentayga with Bluetooth, Rear camera. Condition: Accident history."
lexus,lx-series,2022,172222,253456,SUV,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2022 lexus lx-series with Navigation system, Sunroof, Bluetooth. Condition: Repainted bumper."
porsche,carrera,2024,524549,132862,Coupe,6,Automatic Transmission,Gasoline,Silver, Abu Dhabi,"2024 porsche carrera with Leather seats, Sunroof, Navigation system. Condition: Engine repaired."
toyota,land-cruiser,2009,55926,275760,SUV,8,Automatic Transmission,Gasoline,White, Sharjah,"2009 toyota land-cruiser with Bluetooth, Sunroof. Condition: Accident history."
nissan,patrol,2022,266937,229300,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2022 nissan patrol with Navigation system, Leather seats, Bluetooth. Condition: Minor scratches."
audi,q8,2022,627990,294227,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2022 audi q8 with Rear camera, Navigation system, Adaptive cruise control. Condition: Dented door."
volvo,s-class,2023,35982,238165,Sedan,5,Automatic Transmission,Gasoline,Silver, Dubai,"2023 volvo s-class with Rear camera, Sunroof, Navigation system. Condition: Dented door."
lexus,ls-series,2021,39470,138464,Sedan,8,Automatic Transmission,Gasoline,Silver, Sharjah,"2021 lexus ls-series with Navigation system, Leather seats, Adaptive cruise control. Condition: Accident history."
mercedes-benz,sl-class,2008,140536,268461,Hard Top Convertible,12,Automatic Transmission,Gasoline,Silver, Dubai,"2008 mercedes-benz sl-class with Navigation system, Adaptive cruise control. Condition: Dented door."
